No.,Time,Duration,ScreenX,ScreenY,DurationString,DurationOptions
1726,645249,219,516,702,219,
1727,645488,219,459,705,219,
1728,645728,279,314,496,279,
1729,646027,578,305,474,578,
1730,646685,140,310,468,140,
1731,646844,299,369,470,299,
1732,647163,439,295,478,439,
1733,647622,179,320,465,179,
1734,647921,379,386,469,379,
1735,648320,179,320,474,179,
1736,648619,140,853,554,140,
1737,649077,120,756,454,120,
1738,649715,558,141,438,558,
1739,650293,718,316,463,718,
1740,651071,200,42,437,200,
1741,651330,319,533,502,319,
1742,651669,319,305,448,319,
1743,652486,100,78,441,100,
1744,652985,120,925,564,120,
1745,653224,199,778,503,199,
1746,653443,259,777,509,259,
1747,653723,180,720,518,180,
1748,653922,120,775,728,120,
1749,654062,299,781,741,299,
1750,654381,359,745,671,359,
1751,654819,199,98,733,199,
1752,655118,199,62,614,199,
1753,655617,778,270,242,778,
1754,656454,140,73,229,140,
1755,656653,279,485,233,279,
1756,657012,419,629,237,419,
1757,657451,379,660,236,379,
1758,657870,359,525,257,359,
1759,658248,419,553,265,419,
1760,658687,758,490,228,758,
1761,659485,259,614,230,259,
1762,659764,299,563,222,299,
1763,660083,638,598,225,638,
1764,660741,1176,651,229,1176,
1765,661957,1495,496,245,1495,
1766,663472,279,643,256,279,
1767,663791,219,479,250,219,
1768,664170,100,288,248,100,
1769,664329,837,99,251,837,
1770,665386,140,110,243,140,
1771,666004,379,280,246,379,
1772,666443,798,85,257,798,
1773,667280,399,285,255,399,
1774,667719,499,74,278,499,
1775,668237,379,281,275,379,
1776,668636,239,304,272,239,
1777,668915,259,95,280,259,
1778,669194,160,63,278,160,
1779,669493,160,237,534,160,
1780,669832,120,287,539,120,
1781,670012,419,232,646,419,
1782,670450,100,354,786,100,
1783,670630,180,159,702,180,
1784,671008,179,78,615,179,
1785,671208,279,475,603,279,
1786,671906,199,439,899,199,
1787,672125,199,391,938,199,
1788,672504,319,820,767,319,
1789,672843,239,788,715,239,
1790,673122,159,738,643,159,
1791,673301,100,771,552,100,
1792,673421,199,779,499,199,
1793,673640,180,731,479,180,
1794,673840,698,706,457,698,
1795,674637,140,833,558,140,
1796,674796,140,869,563,140,
1797,674956,180,868,565,180,
1798,675195,100,925,532,100,
1799,675315,199,816,607,199,
1800,675614,219,953,654,219,
1801,675893,140,912,674,140,
1802,676053,120,806,660,120,
1803,676192,199,904,723,199,
1804,676411,379,902,705,379,
1805,676810,359,904,696,359,
1806,677189,578,768,722,578,
1807,677787,120,800,723,120,
1808,677967,140,837,851,140,
1809,678186,419,784,669,419,
1810,678724,140,849,843,140,
1811,679003,120,788,721,120,
1812,679183,419,880,806,419,
1813,679641,439,855,892,439,
1814,680100,120,848,858,120,
1815,680279,399,845,851,399,
1816,680698,459,921,854,459,
1817,681177,219,956,831,219,
1818,681416,239,888,827,239,
1819,681695,160,784,837,160,
1820,681874,618,793,845,618,
1821,682572,478,860,884,478,
1822,683071,279,859,878,279,
1823,683370,499,893,911,499,
1824,683888,279,804,843,279,
1825,684187,199,845,812,199,
1826,684406,439,834,807,439,
1827,684865,478,791,839,478,
1828,685363,877,817,828,877,
1829,686281,199,831,830,199,
1830,686520,339,828,822,339,
1831,686899,379,824,829,379,
1832,687297,199,850,861,199,
1833,687517,359,827,836,359,
1834,687915,578,914,910,578,
1835,688553,419,830,816,419,
1836,689052,219,867,815,219,
1837,689311,120,810,726,120,
1838,689570,120,784,716,120,
1839,689909,239,935,849,239,
1840,690228,797,960,841,797,
1841,691046,160,935,842,160,
1842,691225,459,934,846,459,
1843,691704,219,958,838,219,
1844,691943,100,968,820,100,
1845,692062,518,987,769,518,
1846,692700,479,991,766,479,
1847,693199,199,1010,759,199,
1848,693817,239,351,805,239,
1849,694415,179,224,656,179,
1850,694614,399,293,655,399,
1851,695252,140,306,567,140,
1852,695412,239,296,662,239,
1853,695671,160,286,661,160,
1854,695851,140,281,649,140,
1855,696010,479,239,661,479,
1856,696508,319,221,656,319,
1857,696867,359,260,555,359,
1858,697406,279,275,248,279,
1859,697705,339,72,255,339,
1860,698263,120,237,702,120,
1861,698402,120,268,598,120,
1862,698542,179,253,532,179,
1863,698741,160,280,532,160,
1864,698941,359,278,536,359,
1865,699499,179,907,748,179,
1866,699698,299,974,719,299,
1867,700117,120,258,650,120,
1868,700297,160,440,236,160,
1869,700476,299,488,246,299,
1870,700855,997,657,253,997,
1871,701951,1196,558,284,1196,
1872,703247,180,146,435,180,
1873,703546,319,497,260,319,
1874,703945,478,279,257,478,
1875,704444,180,324,254,180,
1876,704643,219,89,271,219,
1877,704882,199,58,264,199,
1878,705101,219,109,261,219,
1879,705440,479,287,253,479,
1880,705939,339,109,259,339,
1881,706338,478,301,254,478,
1882,706836,219,119,262,219,
1883,707195,100,273,571,100,
1884,707414,159,322,484,159,
1885,707813,299,274,728,299,
1886,708132,100,220,650,100,
1887,708411,120,260,906,120,
1888,708770,140,111,699,140,
1889,709049,160,60,612,160,
1890,709348,199,97,555,199,
1891,709587,439,100,274,439,
1892,710066,778,304,248,778,
1893,710883,698,75,269,698,
1894,711641,638,290,274,638,
1895,712339,479,94,277,479,
1896,712837,498,288,252,498,
1897,713356,160,319,246,160,
1898,713555,319,98,263,319,
1899,714073,199,838,543,199,
1900,714293,140,759,474,140,
1901,714452,120,754,470,120,
1902,714831,140,356,464,140,
1903,715050,199,537,498,199,
1904,715330,139,472,586,139,
1905,715569,140,469,581,140,
1906,715728,199,521,595,199,
1907,715968,199,387,557,199,
1908,716187,279,535,714,279,
1909,716566,100,564,724,100,
1910,716745,359,569,715,359,
1911,717223,120,494,697,120,
1912,717363,140,496,700,140,
1913,718280,120,480,252,120,
1914,718480,179,656,271,179,
1915,718798,359,499,231,359,
1916,719197,359,274,254,359,
1917,719576,179,104,490,179,
1918,719775,379,57,434,379,
1919,720174,1176,138,441,1176,
1920,721410,199,277,443,199,
1921,721729,120,316,450,120,
1922,721969,558,320,436,558,
1923,722547,658,146,444,658,
1924,723225,160,147,563,160,
1925,723424,160,114,517,160,
1926,723723,180,89,529,180,
1927,723942,179,64,597,179,
1928,724640,140,800,730,140,
1929,724800,120,794,716,120,
1930,724939,160,756,665,160,
1931,725238,199,815,661,199,
1932,726016,299,820,852,299,
1933,726335,160,801,841,160,
1934,726973,279,954,743,279,
1935,727292,219,898,876,219,
1936,727571,239,824,885,239,
1937,727870,618,862,932,618,
1938,728508,199,835,948,199,
1939,728727,339,801,937,339,
1940,729086,259,891,916,259,
1941,729365,279,810,829,279,
1942,729664,139,854,831,139,
1943,729963,140,907,830,140,
1944,730163,578,745,828,578,
1945,730861,179,976,832,179,
1946,731060,678,919,827,678,
1947,731758,140,920,723,140,
1948,731917,179,808,808,179,
1949,732157,199,917,717,199,
1950,732476,359,791,731,359,
1951,732854,100,759,723,100,
1952,733014,439,750,713,439,
1953,733652,199,761,653,199,
1954,733871,359,778,637,359,
1955,734270,359,723,671,359,
1956,734649,319,760,664,319,
1957,735048,219,799,668,219,
1958,735347,279,734,692,279,
1959,735666,100,755,843,100,
1960,735785,299,752,799,299,
1961,736104,259,809,770,259,
1962,736383,140,776,791,140,
1963,736543,478,791,784,478,
1964,737041,199,809,758,199,
1965,737261,179,793,771,179,
1966,737500,259,819,758,259,
1967,737779,379,791,758,379,
1968,738178,179,721,669,179,
1969,738377,399,760,658,399,
1970,738995,120,818,807,120,
1971,739135,219,815,815,219,
1972,739474,259,862,859,259,
1973,739933,239,906,876,239,
1974,740191,219,856,895,219,
1975,740451,259,838,892,259,
1976,740730,279,886,878,279,
1977,741029,120,894,852,120,
1978,741228,678,777,769,678,
1979,741986,379,737,772,379,
1980,742424,140,759,739,140,
1981,742584,139,766,746,139,
1982,742823,219,799,890,219,
1983,743062,499,842,888,499,
1984,743621,179,819,885,179,
1985,743820,319,816,883,319,
1986,744318,379,696,658,379,
1987,744777,618,806,613,618,
1988,745415,140,794,612,140,
1989,745874,219,782,708,219,
1990,746173,100,776,660,100,
1991,746332,518,771,615,518,
1992,746870,279,824,612,279,
1993,747170,319,802,611,319,
1994,747528,359,815,616,359,
1995,748067,180,876,566,180,
1996,748286,259,787,521,259,
1997,748605,598,881,800,598,
1998,749263,319,901,801,319,
1999,749682,120,878,865,120,
2000,749821,359,887,906,359,
2001,750260,279,857,744,279,
2002,750579,259,883,728,259,
2003,750858,140,933,718,140,
2004,751077,160,897,730,160,
2005,751257,120,780,533,120,
2006,751396,140,778,535,140,
2007,751556,199,747,515,199,
2008,751775,100,728,508,100,
2009,751895,100,727,515,100,
2010,752054,180,855,550,180,
2011,752254,120,825,621,120,
2012,752453,598,804,483,598,
2013,753071,100,805,479,100,
2014,753310,120,853,568,120,
2015,753510,339,856,569,339,
2016,754048,160,912,556,160,
2017,754227,359,816,537,359,
2018,754606,578,847,559,578,
2019,755204,120,849,563,120,
2020,755404,219,904,696,219,
2021,755643,100,900,730,100,
2022,755763,259,897,735,259,
2023,756042,299,896,730,299,
2024,756421,299,877,735,299,
2025,756759,219,905,844,219,
2026,757118,499,849,565,499,
2027,757637,658,733,512,658,
2028,758315,159,769,504,159,
2029,758494,598,698,513,598,
2030,759112,199,780,501,199,
2031,759331,478,802,486,478,
2032,759930,738,696,515,738,
2033,760687,140,747,515,140,
2034,760886,239,836,562,239,
2035,761146,120,840,558,120,
2036,761405,120,743,495,120,
2037,761544,140,711,464,140,
2038,761744,179,715,459,179,
2039,761943,638,688,459,638,
2040,762641,180,789,475,180,
2041,762840,478,805,476,478,
2042,763438,279,733,457,279,
2043,763797,219,1015,559,219,
2044,764037,140,1022,551,140,
2045,764236,279,1054,597,279,
2046,764595,219,1047,464,219,
2047,764834,319,1039,458,319,
2048,765173,100,1004,560,100,
2049,765293,359,970,588,359,
2050,765672,439,1030,581,439,
2051,766230,698,909,685,698,
2052,766968,459,884,707,459,
2053,767586,239,858,720,239,
2054,767845,359,889,713,359,
2055,768343,658,886,703,658,
2056,769121,120,857,713,120,
2057,769260,439,858,713,439,
2058,769739,100,884,711,100,
2059,770058,379,1026,578,379,
2060,770536,219,1055,551,219,
2061,770815,179,1042,483,179,
2062,771015,199,858,738,199,
2063,771234,479,850,716,479,
2064,771732,160,1053,779,160,
2065,771952,179,1097,765,179,
2066,772331,120,1048,843,120,
2067,773128,140,207,299,140,
2068,773288,159,165,272,159,
2069,773467,478,301,247,478,
2070,774185,219,366,574,219,
2071,774424,160,344,551,160,
2072,774604,199,480,593,199,
2073,774823,159,485,589,159,
2074,775062,180,585,519,180,
2075,775261,179,561,507,179,
2076,775481,159,442,935,159,
2077,775660,199,385,933,199,
2078,775880,259,348,926,259,
2079,776159,279,315,857,279,
2080,776478,100,214,939,100,
2081,776856,180,521,583,180,
2082,777056,100,521,589,100,
2083,777176,179,461,584,179,
2084,777574,219,292,968,219,
2085,777814,239,200,946,239,
2086,778132,200,141,470,200,
2087,778352,279,58,438,279,
2088,778651,279,182,434,279,
2089,778950,379,322,446,379,
2090,779448,479,40,438,479,
2091,780086,180,786,569,180,
2092,780425,319,368,795,319,
2093,780824,219,401,790,219,
2094,781163,299,238,696,299,
2095,781522,538,339,965,538,
2096,782120,279,374,629,279,
2097,782419,279,513,569,279,
2098,782818,478,199,450,478,
2099,783416,997,337,448,997,
2100,784433,120,334,444,120,
2101,784612,279,230,446,279,
2102,784911,199,209,443,199,
2103,785150,160,241,439,160,
2104,785330,259,237,449,259,
2105,785629,319,316,453,319,
2106,785968,419,334,450,419,
2107,786406,279,201,613,279,
2108,786746,1336,64,492,1336,
2109,788101,1894,45,491,1894,
2110,790015,459,87,575,459,
2111,790494,419,137,602,419,
2112,790932,199,121,558,199,
2113,791152,1256,47,478,1256,
2114,792468,538,105,578,538,
2115,793026,139,83,556,139,
2116,793185,319,88,607,319,
2117,793524,738,68,605,738,
2118,794322,239,158,747,239,
2119,794581,638,99,713,638,
2120,795279,399,13,586,399,
2121,795697,259,21,648,259,
2122,795976,140,177,830,140,
2123,796136,578,119,787,578,
2124,796734,758,12,705,758,
2125,797572,179,179,837,179,
2126,797870,1077,116,839,1077,
2127,798967,977,26,762,977,
2128,799964,977,11,591,977,
2129,800961,538,18,518,538,
2130,801519,379,19,491,379,
2131,801918,100,22,595,100,
2132,802038,239,4,586,239,
2133,802297,279,2,629,279,
2134,802656,140,261,953,140,
2135,803074,119,-5,654,119,
2136,803214,199,3,643,199,
2137,803513,977,58,969,977,
2138,804510,339,23,979,339,
2139,804908,120,75,559,120,
2140,805068,778,62,480,778,
2141,805866,140,76,467,140,
2142,806105,498,67,463,498,
2143,806683,259,382,453,259,
2144,806982,1176,56,462,1176,
2145,808178,1715,41,494,1715,
2146,809913,319,59,646,319,
2147,810252,817,55,639,817,
2148,811149,818,28,524,818,
2149,811986,798,64,703,798,
2150,812844,518,35,544,518,
2151,813422,1057,65,765,1057,
2152,814498,439,16,675,439,
2153,814977,1096,149,828,1096,
2154,816133,738,33,736,738,
2155,816891,319,125,764,319,
2156,817330,578,145,767,578,
2157,817928,479,21,698,479,
2158,818426,219,73,733,219,
2159,818685,778,159,783,778,
2160,819523,678,79,718,678,
2161,820220,319,87,794,319,
2162,820559,897,145,887,897,
2163,821636,1256,28,810,1256,
2164,822912,837,83,872,837,
2165,823769,199,47,845,199,
2166,824148,100,118,841,100,
2167,824268,339,219,802,339,
2168,824647,419,88,733,419,
2169,825085,219,46,688,219,
2170,825324,678,69,711,678,
2171,826022,1037,51,673,1037,
2172,827119,478,61,705,478,
2173,827617,100,52,700,100,
2174,827837,359,172,787,359,
2175,828215,439,214,814,439,
2176,828714,179,91,724,179,
2177,828913,518,96,723,518,
2178,829451,638,93,710,638,
2179,830109,120,106,720,120,
2180,830249,140,107,726,140,
2181,830408,140,193,818,140,
2182,830568,279,142,768,279,
2183,830947,698,209,773,698,
2184,831704,877,141,744,877,
2185,832661,180,139,756,180,
2186,832861,239,140,753,239,
2187,833120,499,171,739,499,
2188,833718,279,214,803,279,
2189,834017,877,131,752,877,
2190,834914,957,144,739,957,
2191,835891,279,153,745,279,
2192,836190,578,151,746,578,
2193,836789,1077,183,787,1077,
2194,837885,778,134,730,778,
2195,838683,299,134,769,299,
2196,839002,459,142,796,459,
2197,839480,179,144,770,179,
2198,839679,199,140,766,199,
2199,839899,319,187,773,319,
2200,840298,199,190,783,199,
2201,840517,339,189,789,339,
2202,840876,139,221,817,139,
2203,841035,219,234,823,219,
2204,841294,160,242,852,160,
2205,841594,120,286,874,120,
2206,841734,518,267,862,518,
2207,842271,120,208,808,120,
2208,842411,140,209,814,140,
2209,842570,199,70,831,199,
2210,842790,957,33,838,957,
2211,843767,678,63,934,678,
2212,844464,239,360,964,239,
2213,844764,100,599,796,100,
2214,844883,179,621,538,179,
2215,845162,119,159,903,119,
2216,845302,1037,73,929,1037,
2217,846359,319,28,865,319,
2218,846737,1595,113,899,1595,
2219,848352,718,134,869,718,
2220,849090,140,187,879,140,
2221,849249,379,284,951,379,
2222,849668,179,572,596,179,
2223,849867,219,616,509,219,
2224,850107,817,620,464,817,
2225,850944,618,280,643,618,
2226,851682,199,624,533,199,
2227,852041,937,221,610,937,
2228,853038,199,262,721,199,
2229,853396,140,201,697,140,
2230,853855,100,157,705,100,
2231,854054,160,75,636,160,
2232,854234,259,38,618,259,
2233,854613,439,112,707,439,
2234,855111,279,82,645,279,
2235,855410,399,41,625,399,
2236,855829,798,42,649,798,
2237,856646,2971,106,646,2971,
2238,859637,738,209,710,738,
2239,860494,379,122,615,379,
2240,860953,518,254,681,518,
2241,861491,199,224,673,199,
2242,861710,259,154,630,259,
2243,862029,498,235,669,498,
2244,862548,179,238,684,179,
2245,862747,160,248,616,160,
2246,862926,399,190,619,399,
2247,863345,578,243,685,578,
2248,864043,419,186,636,419,
2249,864502,239,354,475,239,
2250,864841,100,329,550,100,
2251,865000,100,322,551,100,
2252,865479,179,305,626,179,
2253,865698,140,208,687,140,
2254,865857,100,203,683,100,
2255,865977,239,117,625,239,
2256,866356,100,67,639,100,
2257,866655,140,64,605,140,
2258,866854,299,312,552,299,
2259,867213,439,336,816,439,
2260,867712,180,342,696,180,
2261,867911,199,368,758,199,
2262,868310,179,302,598,179,
2263,868688,199,178,523,199,
2264,868908,778,139,515,778,
2265,869705,100,137,524,100,
2266,869845,1336,199,550,1336,
2267,871201,478,235,585,478,
2268,871719,159,182,532,159,
2269,871898,179,150,517,179,
2270,872098,239,239,540,239,
2271,872397,718,141,510,718,
2272,873134,877,89,481,877,
2273,874032,678,127,472,678,
2274,874730,140,129,474,140,
2275,874889,219,226,481,219,
2276,875128,100,221,496,100,
2277,875248,1575,199,470,1575,
2278,876883,179,174,561,179,
2279,877082,598,139,568,598,
2280,877700,159,122,540,159,
2281,877880,299,168,572,299,
2282,878199,758,122,576,758,
2283,878976,439,119,550,439,
2284,879475,478,165,570,478,
2285,879973,479,170,569,479,
2286,880491,399,157,576,399,
2287,880910,279,119,524,279,
2288,881429,459,183,557,459,
2289,882007,359,167,557,359,
2290,882386,359,159,527,359,
2291,882764,1176,197,539,1176,
2292,883961,598,191,515,598,
2293,884579,160,221,501,160,
2294,884758,299,216,510,299,
2295,885117,658,203,506,658,
2296,885795,439,167,508,439,
2297,886273,159,296,574,159,
2298,886453,179,352,478,179,
2299,886652,100,383,455,100,
2300,886911,678,379,446,678,
2301,887609,578,274,461,578,
2302,888207,339,316,531,339,
2303,888566,359,320,536,359,
2304,889025,299,361,528,299,
2305,889364,219,490,589,219,
2306,889623,120,339,555,120,
2307,889902,120,319,538,120,
2308,890042,180,318,531,180,
2309,890400,239,511,557,239,
2310,890759,160,490,559,160,
2311,890959,339,430,535,339,
2312,891337,160,355,708,160,
2313,891537,140,351,704,140,
2314,891696,219,295,617,219,
2315,891936,199,274,613,199,
2316,892254,179,267,618,179,
2317,892454,319,339,616,319,
2318,892813,598,431,565,598,
2319,893431,459,432,554,459,
2320,893989,179,351,709,179,
2321,894188,199,337,711,199,
2322,894408,459,335,723,459,
2323,894886,279,363,499,279,
2324,895185,140,424,634,140,
2325,895345,120,424,642,120,
2326,895544,1256,493,878,1256,
2327,896980,239,364,559,239,
2328,897279,319,335,497,319,
2329,897618,837,328,490,837,
2330,898495,399,431,730,399,
2331,898994,498,332,556,498,
2332,899572,578,365,629,578,
2333,900170,279,374,654,279,
2334,900568,957,342,514,957,
2335,901645,120,335,563,120,
2336,901944,239,349,540,239,
2337,902502,159,331,467,159,
2338,902682,279,326,504,279,
2339,902981,359,347,538,359,
2340,903459,339,351,441,339,
2341,903858,100,120,425,100,
2342,904097,140,72,447,140,
2343,904396,439,337,449,439,
2344,904855,299,327,444,299,
2345,905254,877,342,501,877,
2346,906151,997,328,495,997,
2347,907168,259,325,496,259,
2348,907447,598,328,552,598,
2349,908085,1077,325,450,1077,
2350,909182,538,329,484,538,
2351,909740,498,322,506,498,
2352,910258,558,322,469,558,
2353,910836,100,338,483,100,
2354,910956,299,213,462,299,
2355,911295,119,185,456,119,
2356,911434,498,168,465,498,
2357,911953,319,339,479,319,
2358,912332,180,176,467,180,
2359,912611,100,247,690,100,
2360,912970,199,459,611,199,
2361,913189,219,431,520,219,
2362,913528,279,548,472,279,
2363,913867,180,539,935,180,
2364,914066,180,407,978,180,
2365,914266,837,363,969,837,
2366,915163,498,509,560,498,
2367,915781,159,518,600,159,
2368,915960,140,533,528,140,
2369,916120,280,265,469,280,
2370,916419,140,221,462,140,
2371,916618,478,110,483,478,
2372,917117,319,264,497,319,
2373,917535,359,145,486,359,
2374,917914,179,482,516,179,
2375,918114,1176,276,496,1176,
2376,919370,219,140,497,219,
2377,919609,219,144,498,219,
2378,919848,598,95,498,598,
2379,920506,120,490,506,120,
2380,920705,219,157,478,219,
2381,920945,578,286,458,578,
2382,921603,1176,82,492,1176,
2383,922819,857,270,456,857,
2384,923696,419,294,452,419,
2385,924194,877,110,506,877,
2386,925112,618,529,515,618,
2387,925789,120,269,506,120,
2388,925989,518,536,503,518,
2389,926527,179,581,460,179,
2390,926726,299,583,451,299,
2391,927085,239,181,501,239,
2392,927384,199,579,458,199,
2393,927703,1356,513,953,1356,
2394,929139,379,566,482,379,
2395,929538,1156,539,450,1156,
2396,930734,379,570,464,379,
2397,931133,120,565,470,120,
2398,931272,179,386,598,179,
2399,931472,219,133,500,219,
2400,931711,159,104,506,159,
2401,931890,219,59,498,219,
2402,932130,319,104,500,319,
2403,932468,160,136,506,160,
2404,932668,239,157,528,239,
2405,932927,180,234,548,180,
2406,933126,319,274,551,319,
2407,933465,199,164,546,199,
2408,933725,917,84,551,917,
2409,934662,1137,104,545,1137,
2410,935918,100,238,546,100,
2411,936037,558,269,562,558,
2412,936616,299,206,545,299,
2413,936934,279,271,566,279,
2414,937234,478,178,557,478,
2415,937752,140,191,567,140,
2416,937971,140,268,573,140,
2417,938230,758,273,564,758,
2418,939008,1097,194,551,1097,
2419,940204,618,191,548,618,
2420,940842,638,167,609,638,
2421,941500,180,186,624,180,
2422,941700,179,200,631,179,
2423,941899,180,251,585,180,
2424,942178,917,139,533,917,
2425,943115,219,191,598,219,
2426,943354,518,187,608,518,
2427,943893,479,141,620,479,
2428,944391,279,142,620,279,
2429,944710,299,147,624,299,
2430,945029,100,143,631,100,
2431,945189,199,119,525,199,
2432,945408,558,115,522,558,
2433,946006,160,135,635,160,
2434,946185,120,141,648,120,
2435,946345,339,148,679,339,
2436,946704,160,183,704,160,
2437,947222,160,217,684,160,
2438,947402,379,303,650,379,
2439,947800,219,376,597,219,
2440,948139,159,366,684,159,
2441,948319,100,302,674,100,
2442,948438,140,301,677,140,
2443,948598,339,302,675,339,
2444,949037,140,305,606,140,
2445,949216,100,304,593,100,
2446,949355,279,302,589,279,
2447,949655,319,304,598,319,
2448,949994,100,375,583,100,
2449,950193,219,499,530,219,
2450,950492,179,382,604,179,
2451,950691,339,383,602,339,
2452,951130,538,543,459,538,
2453,951728,279,453,612,279,
2454,952027,538,429,622,538,
2455,952645,419,560,505,419,
2456,953084,199,538,702,199,
2457,953303,399,548,688,399,
2458,953722,339,552,684,339,
2459,954081,120,576,514,120,
2460,954220,239,575,510,239,
2461,954480,498,573,516,498,
2462,955078,479,505,710,479,
2463,955576,419,526,752,419,
2464,956034,120,520,767,120,
2465,956314,339,589,544,339,
2466,956692,160,554,676,160,
2467,956872,319,581,544,319,
2468,957231,379,587,533,379,
2469,957689,199,528,683,199,
2470,957909,299,495,810,299,
2471,958228,1017,491,802,1017,
2472,959424,219,569,611,219,
2473,959663,100,573,608,100,
2474,959863,139,579,601,139,
2475,960022,758,591,575,758,
2476,960859,140,478,750,140,
2477,961079,997,472,720,997,
2478,962096,439,583,544,439,
2479,962654,738,578,592,738,
2480,963411,120,594,578,120,
2481,963571,219,483,741,219,
2482,963970,199,489,773,199,
2483,964209,259,473,775,259,
2484,964488,159,475,780,159,
2485,964707,120,557,577,120,
2486,965046,120,553,583,120,
2487,965186,239,534,545,239,
2488,965445,120,529,526,120,
2489,965585,279,528,517,279,
2490,965884,758,526,524,758,
2491,966761,319,566,538,319,
2492,967140,379,585,498,379,
2493,967558,299,581,471,299,
2494,967877,439,583,505,439,
2495,968436,239,576,681,239,
2496,968695,319,557,689,319,
2497,969034,498,568,692,498,
2498,969552,120,564,695,120,
2499,969692,678,564,704,678,
2500,970390,379,540,789,379,
2501,970968,199,564,701,199,
2502,971227,179,579,609,179,
2503,971446,1077,587,510,1077,
2504,972543,458,559,491,458,
2505,973021,219,576,566,219,
2506,973320,638,537,586,638,
2507,974018,618,541,504,618,
2508,974656,778,469,491,778,
2509,975454,199,446,485,199,
2510,975773,339,519,561,339,
2511,976152,239,607,567,239,
2512,976411,439,601,571,439,
2513,976909,439,544,506,439,
2514,977408,199,576,601,199,
2515,977667,618,522,481,618,
2516,978424,598,579,607,598,
2517,979062,140,576,597,140,
2518,979342,439,502,490,439,
2519,979800,100,577,614,100,
2520,979940,239,573,626,239,
2521,980199,578,555,627,578,
2522,980797,877,484,518,877,
2523,981834,179,552,613,179,
2524,982113,100,533,605,100,
2525,982292,279,557,527,279,
2526,982791,100,512,600,100,
2527,982910,120,507,597,120,
2528,983090,140,583,680,140,
2529,983309,299,576,666,299,
2530,983628,160,570,678,160,
2531,983808,219,575,665,219,
2532,984047,179,573,674,179,
2533,984286,419,583,514,419,
2534,984725,259,581,509,259,
2535,985004,279,543,746,279,
2536,985482,120,545,639,120,
2537,985622,179,568,653,179,
2538,985821,139,567,652,139,
2539,985981,1436,561,659,1436,
2540,987436,120,563,663,120,
2541,987576,399,568,651,399,
2542,987994,160,561,667,160,
2543,988174,199,494,819,199,
2544,988632,259,553,676,259,
2545,988971,179,554,665,179,
2546,989171,299,552,617,299,
2547,989510,100,552,630,100,
2548,989769,299,527,609,299,
2549,990108,100,537,633,100,
2550,990227,538,541,646,538,
2551,990786,419,537,648,419,
2552,991224,120,528,649,120,
2553,991364,140,508,714,140,
2554,991563,140,503,733,140,
2555,991723,120,518,744,120,
2556,991862,279,526,734,279,
2557,992261,179,489,737,179,
2558,992460,339,524,645,339,
2559,992979,398,484,717,398,
2560,993397,299,493,727,299,
2561,993756,140,530,631,140,
2562,993916,439,532,630,439,
2563,994394,139,472,703,139,
2564,994554,598,471,730,598,
2565,995192,179,512,609,179,
2566,995391,1934,503,617,1934,
2567,997345,478,516,564,478,
2568,997843,120,461,723,120,
2569,997983,239,460,729,239,
2570,998242,379,469,655,379,
2571,998641,140,443,654,140,
2572,998800,140,444,644,140,
2573,999040,299,438,653,299,
2574,999359,120,462,727,120,
2575,999498,459,466,716,459,
2576,999997,439,464,710,439,
2577,1000575,598,464,626,598,
2578,1001193,120,489,607,120,
2579,1001572,180,492,597,180,
2580,1001831,299,516,559,299,
2581,1002170,239,488,541,239,
2582,1002529,399,463,735,399,
2583,1002948,379,459,737,379,
2584,1003366,239,457,742,239,
2585,1003625,419,489,623,419,
2586,1004144,199,486,622,199,
2587,1004363,638,531,559,638,
2588,1005240,199,549,771,199,
2589,1005559,518,540,783,518,
2590,1006197,180,578,777,180,
2591,1006397,638,588,772,638,
2592,1007055,279,569,773,279,
2593,1007354,837,585,769,837,
2594,1008211,100,583,771,100,
2595,1008350,578,576,796,578,
2596,1009008,498,509,839,498,
2597,1009547,379,501,836,379,
2598,1009945,279,555,696,279,
2599,1010245,319,557,695,319,
2600,1010583,120,554,689,120,
2601,1010723,179,551,704,179,
2602,1010982,1097,449,909,1097,
2603,1012119,239,542,745,239,
2604,1012378,379,536,750,379,
2605,1012777,738,538,745,738,
2606,1013574,877,433,926,877,
2607,1014491,518,533,733,518,
2608,1015109,160,518,765,160,
2609,1015289,259,525,756,259,
2610,1015568,379,568,751,379,
2611,1015967,219,497,811,219,
2612,1016206,179,470,872,179,
2613,1016465,2492,483,877,2492,
2614,1018977,558,484,805,558,
2615,1019555,219,498,764,219,
2616,1019815,1515,498,749,1515,
2617,1021370,100,534,728,100,
2618,1021509,179,533,728,179,
2619,1022207,199,489,807,199,
2620,1022426,100,491,808,100,
2621,1022546,140,437,839,140,
2622,1022805,219,416,875,219,
2623,1023044,538,401,867,538,
2624,1023603,140,403,867,140,
2625,1023802,120,478,768,120,
2626,1023942,638,476,767,638,
2627,1024599,100,461,774,100,
2628,1024719,279,477,831,279,
2629,1025018,897,470,891,897,
2630,1025935,578,504,781,578,
2631,1026613,758,540,770,758,
2632,1027411,658,452,897,658,
2633,1028148,1216,493,780,1216,
2634,1029384,578,430,910,578,
2635,1029983,698,476,800,698,
2636,1030700,518,491,780,518,
2637,1031338,120,541,700,120,
2638,1031638,139,550,797,139,
2639,1031917,140,543,798,140,
2640,1032814,319,387,842,319,
2641,1033452,120,560,662,120,
2642,1033651,120,614,527,120,
2643,1033950,140,464,749,140,
2644,1034389,100,324,596,100,
2645,1034508,239,327,608,239,
