Time,L_ScreenX,L_ScreenY,L_CamX,L_CamY,L_Distance,L_Pupil,L_Code,R_ScreenX,R_ScreenY,R_CamX,R_CamY,R_Distance,R_Pupil,R_Code,Duration,ScreenX,ScreenY
121631,1082,849,0.596,0.633,700.926,3.447,0,1104,843,0.366,0.6729999999999999,708.689,3.387,0,279,124,734
121930,931,546,0.611,0.626,701.295,3.178,0,936,526,0.377,0.659,705.159,3.117,0,219,182,750
122170,726,535,0.614,0.631,694.433,3.053,0,736,532,0.379,0.66,699.227,3.111,0,299,210,767
122489,973,729,0.596,0.633,695.745,3.1660000000000004,0,981,725,0.36200000000000004,0.6659999999999999,702.735,3.218,0,120,171,773
122927,590,714,0.645,0.614,715.99,3.053,0,586,705,0.414,0.634,713.1010000000001,3.092,0,199,292,777
123147,1146,468,0.627,0.637,736.0889999999999,3.111,0,1151,472,0.39799999999999996,0.667,729.778,3.043,0,199,243,785
123366,372,720,0.693,0.632,718.865,3.133,0,379,707,0.462,0.653,716.02,3.0039999999999996,0,239,206,895
123625,318,956,0.7,0.636,715.6410000000001,3.228,0,322,962,0.465,0.647,710.765,3.2569999999999997,0,479,180,860
124124,164,575,0.69,0.636,714.477,3.032,0,177,571,0.456,0.649,710.355,3.1039999999999996,0,239,245,833
124522,406,587,0.691,0.6409999999999999,707.3860000000001,3.175,0,401,551,0.456,0.65,701.5189999999999,3.197,0,459,190,876
125021,421,763,0.71,0.659,702.11,2.897,0,418,771,0.473,0.6629999999999999,700.3789999999999,3.15,0,399,145,855
125479,202,748,0.633,0.593,737.6110000000001,3.155,0,187,745,0.406,0.6,735.3510000000001,3.158,0,279,155,775
125798,215,916,0.654,0.627,700.373,3.2310000000000003,0,177,885,0.41600000000000004,0.617,689.633,3.307,0,498,131,657
126317,164,764,0.688,0.649,704.6030000000001,3.198,0,208,728,0.451,0.634,696.738,3.1639999999999997,0,239,138,655
126676,936,948,0.71,0.778,707.432,3.4419999999999997,0,938,921,0.483,0.703,713.36,3.428,0,179,132,647
126875,1045,776,0.618,0.614,700.671,3.355,0,1064,736,0.382,0.642,700.79,3.214,0,199,140,549
127094,776,970,0.615,0.638,692.332,3.219,0,768,978,0.376,0.662,694.945,3.179,0,160,138,561
127274,727,620,0.628,0.624,691.9789999999999,3.071,0,747,618,0.389,0.649,693.8689999999999,3.182,0,199,212,513
127712,767,845,0.636,0.644,689.414,3.139,0,790,852,0.396,0.6659999999999999,693.676,3.214,0,239,368,589
127992,729,859,0.657,0.647,689.13,3.156,0,738,859,0.41700000000000004,0.664,691.5,3.259,0,159,360,584
128171,436,713,0.675,0.648,686.061,3.111,0,441,687,0.435,0.662,689.948,3.1439999999999997,0,419,418,485
128610,292,835,0.732,0.642,712.2239999999999,3.222,0,315,824,0.49700000000000005,0.659,701.693,3.305,0,538,388,490
129287,792,855,0.662,0.6629999999999999,701.4960000000001,3.285,0,797,885,0.426,0.688,701.47,3.237,0,279,408,546
129686,821,804,0.6609999999999999,0.6729999999999999,694.919,3.1860000000000004,0,823,804,0.423,0.6970000000000001,698.4639999999999,3.239,0,139,407,543
129846,749,855,0.6559999999999999,0.679,694.633,3.2910000000000004,0,733,845,0.418,0.7020000000000001,693.995,3.162,0,399,399,634
130464,982,824,0.639,0.6829999999999999,695.846,3.205,0,969,807,0.402,0.7090000000000001,696.298,3.122,0,139,381,648
130683,873,787,0.648,0.685,688.815,3.158,0,854,780,0.41,0.7090000000000001,695.1039999999999,3.1439999999999997,0,180,438,648
130882,974,811,0.638,0.688,690.6519999999999,3.273,0,973,797,0.39899999999999997,0.7140000000000001,693.632,3.238,0,239,359,640
131161,1070,855,0.612,0.6559999999999999,723.309,3.343,0,1076,844,0.38299999999999995,0.685,728.686,3.213,0,439,362,644
131620,887,826,0.664,0.69,692.373,3.2680000000000002,0,893,802,0.426,0.7090000000000001,695.712,3.1519999999999997,0,299,385,703
131939,802,733,0.626,0.667,715.248,2.9619999999999997,0,805,745,0.395,0.708,713.676,2.9789999999999996,0,159,387,702
132158,493,739,0.67,0.6709999999999999,715.164,3.1260000000000003,0,495,717,0.43700000000000006,0.695,712.815,3.168,0,259,380,693
132438,1061,856,0.649,0.6779999999999999,723.012,3.063,0,1047,832,0.418,0.7040000000000001,724.2819999999999,3.097,0,279,343,722
132737,651,258,0.684,0.6659999999999999,720.2260000000001,2.98,0,637,220,0.452,0.685,720.2339999999999,3.028,0,459,341,730
133215,811,878,0.6579999999999999,0.687,707.804,3.273,0,811,840,0.425,0.713,709.693,3.1660000000000004,0,239,381,756
133554,832,856,0.652,0.691,705.495,3.1180000000000003,0,831,875,0.418,0.721,708.6489999999999,3.1839999999999997,0,279,347,755
133853,814,747,0.6559999999999999,0.693,702.752,3.0,0,840,762,0.42200000000000004,0.721,704.556,3.1430000000000002,0,279,414,763
134152,384,715,0.6459999999999999,0.695,705.1419999999999,3.052,0,381,715,0.41200000000000003,0.726,705.4839999999999,3.1210000000000004,0,279,419,744
134451,359,674,0.778,0.6920000000000001,720.303,3.22,0,359,703,0.5479999999999999,0.71,716.935,3.27,0,160,384,731
134710,362,750,0.753,0.677,723.2080000000001,3.318,0,384,752,0.524,0.69,712.805,3.23,0,179,495,699
134910,455,667,0.7609999999999999,0.667,723.8810000000001,3.077,0,457,668,0.532,0.679,714.105,3.109,0,180,489,695
135209,252,270,0.715,0.6559999999999999,732.586,3.176,0,275,244,0.485,0.679,725.755,3.322,0,120,502,783
135408,238,623,0.733,0.644,713.1239999999999,3.0789999999999997,0,251,628,0.5,0.65,705.8389999999999,3.259,0,319,424,790
135966,408,722,0.652,0.66,704.895,3.0610000000000004,0,425,747,0.41700000000000004,0.685,705.2710000000001,3.2680000000000002,0,239,378,758
136226,900,893,0.621,0.67,705.888,3.253,0,880,910,0.387,0.701,708.2860000000001,3.179,0,100,334,734
136365,783,829,0.65,0.6729999999999999,707.5319999999999,3.155,0,806,858,0.41700000000000004,0.7,709.7719999999999,3.2430000000000003,0,179,387,632
136565,474,757,0.662,0.6709999999999999,707.538,3.15,0,477,702,0.428,0.696,710.577,3.069,0,618,389,586
137402,1015,551,0.609,0.6409999999999999,712.3489999999999,3.293,0,1019,498,0.375,0.672,712.278,3.1439999999999997,0,101,303,258
137601,1060,465,0.605,0.648,715.7139999999999,3.14,0,1067,453,0.37200000000000005,0.679,714.6419999999999,3.1210000000000004,0,339,294,206
138299,897,625,0.67,0.599,717.7760000000001,2.987,0,905,638,0.43700000000000006,0.611,714.9739999999999,3.0380000000000003,0,259,862,598
138578,420,534,0.6829999999999999,0.604,710.9789999999999,2.944,0,435,522,0.449,0.614,706.791,3.083,0,180,792,491
138798,718,477,0.6609999999999999,0.61,711.3580000000001,3.053,0,734,514,0.428,0.628,710.058,3.1660000000000004,0,180,1047,518
138997,823,620,0.662,0.62,706.7280000000001,3.055,0,831,648,0.428,0.638,708.243,3.266,0,199,1096,465
139216,706,750,0.654,0.63,701.199,3.074,0,713,764,0.418,0.65,701.193,3.1319999999999997,0,120,1080,525
139356,797,756,0.647,0.636,699.697,3.1689999999999996,0,791,773,0.41,0.6559999999999999,701.605,3.148,0,179,1073,518
139695,239,684,0.6809999999999999,0.628,707.2389999999999,3.123,0,235,701,0.445,0.644,704.4810000000001,3.159,0,159,425,757
139994,490,584,0.7290000000000001,0.655,719.382,3.313,0,511,536,0.501,0.65,702.914,3.168,0,160,400,634
140293,88,341,0.7190000000000001,0.648,718.676,3.175,0,111,312,0.488,0.6609999999999999,713.0169999999999,3.2430000000000003,0,160,395,638
140771,741,801,0.645,0.638,705.44,3.2769999999999997,0,752,792,0.409,0.662,703.7660000000001,3.241,0,159,787,549
141011,784,546,0.632,0.632,700.62,3.094,0,774,568,0.396,0.659,698.69,3.103,0,140,415,586
141170,238,637,0.6679999999999999,0.639,707.6669999999999,3.0639999999999996,0,241,649,0.431,0.6609999999999999,704.697,3.109,0,159,300,564
141369,724,580,0.6409999999999999,0.636,700.19,2.967,0,715,593,0.406,0.664,700.053,3.042,0,379,231,499
142406,1201,553,0.626,0.605,721.8610000000001,2.997,0,1197,534,0.39299999999999996,0.632,718.497,2.9939999999999998,0,100,544,503
142606,251,434,0.66,0.605,714.212,3.083,0,258,429,0.426,0.624,712.1569999999999,3.122,0,179,379,506
142865,979,558,0.634,0.61,714.596,3.145,0,980,538,0.4,0.636,711.757,3.0380000000000003,0,100,378,566
143104,1020,559,0.635,0.612,718.7280000000001,3.181,0,1039,519,0.402,0.638,716.195,3.0180000000000002,0,219,382,567
143343,1021,535,0.652,0.614,717.5039999999999,2.983,0,1011,575,0.418,0.639,713.4889999999999,3.069,0,120,389,497
143503,978,812,0.625,0.62,708.59,3.218,0,981,801,0.392,0.649,709.15,3.264,0,120,388,493
143642,1115,636,0.63,0.622,715.069,3.2230000000000003,0,1117,596,0.396,0.6509999999999999,713.075,3.0039999999999996,0,180,416,480
143842,989,520,0.622,0.622,710.5880000000001,3.0180000000000002,0,988,522,0.387,0.652,710.436,3.036,0,180,368,596
144041,1090,666,0.608,0.624,708.953,3.3289999999999997,0,1094,636,0.374,0.657,709.265,3.148,0,379,359,575
144500,270,588,0.6609999999999999,0.624,710.0139999999999,3.033,0,255,624,0.426,0.643,709.8939999999999,3.138,0,518,349,634
145038,965,450,0.66,0.603,723.086,2.9530000000000003,0,959,440,0.42700000000000005,0.629,716.0039999999999,2.9619999999999997,0,100,384,576
145178,304,439,0.667,0.612,717.018,3.075,0,303,438,0.434,0.637,713.7180000000001,3.154,0,140,388,589
145377,104,253,0.6890000000000001,0.609,732.953,3.2319999999999998,0,134,220,0.456,0.623,716.913,3.2569999999999997,0,439,452,622
145835,310,493,0.6679999999999999,0.624,719.06,3.103,0,317,498,0.435,0.639,712.335,3.168,0,279,408,500
146135,299,468,0.6890000000000001,0.626,714.2819999999999,3.123,0,300,450,0.45399999999999996,0.638,708.8560000000001,3.1189999999999998,0,219,448,500
146434,815,448,0.68,0.626,706.791,2.9789999999999996,0,812,448,0.444,0.638,702.539,3.048,0,299,453,707
146852,114,288,0.723,0.636,736.127,3.2230000000000003,0,145,260,0.493,0.65,724.1239999999999,3.27,0,160,393,725
147052,412,489,0.71,0.6409999999999999,726.818,3.1319999999999997,0,437,501,0.48,0.655,717.085,3.239,0,199,376,710
147331,464,517,0.721,0.645,724.893,3.069,0,464,563,0.491,0.6579999999999999,715.077,3.3139999999999996,0,120,379,721
147610,262,270,0.7040000000000001,0.639,731.377,3.135,0,287,240,0.474,0.6559999999999999,724.7180000000001,3.217,0,219,430,812
148128,184,285,0.675,0.617,723.77,3.2319999999999998,0,179,265,0.44299999999999995,0.625,715.826,3.2310000000000003,0,379,469,664
148527,1241,220,0.619,0.596,727.7180000000001,3.378,0,1294,192,0.386,0.624,724.6030000000001,3.4539999999999997,0,100,865,626
148647,61,230,0.708,0.604,736.913,3.327,0,93,233,0.47600000000000003,0.601,717.46,3.373,0,180,869,615
148926,77,275,0.6970000000000001,0.608,729.2560000000001,3.207,0,111,272,0.46399999999999997,0.606,714.318,3.364,0,179,788,491
149245,709,458,0.7,0.642,736.675,3.2960000000000003,0,757,396,0.47100000000000003,0.6559999999999999,724.1460000000001,3.1889999999999996,0,160,242,174
149424,298,233,0.7170000000000001,0.642,740.097,3.1460000000000004,0,331,214,0.488,0.652,725.385,3.113,0,618,287,192
150122,242,675,0.687,0.631,710.14,3.117,0,247,651,0.452,0.638,706.253,3.222,0,179,68,218
150341,901,634,0.675,0.638,711.326,3.093,0,901,665,0.44,0.649,706.2289999999999,3.11,0,199,290,209
150640,999,513,0.63,0.625,714.705,3.2260000000000004,0,1015,489,0.395,0.648,711.752,3.103,0,120,888,527
